news_id,url,title,text,topic,tags,published_at,language
5d90ec1151ec53b175f1d14b,https://lenta.ru/news/2019/12/12/mre/,Появились подробности пожара на крейсере «Адмирал Кузнецов»,"Во время пожара на крейсере «Адмирал Кузнецов» под Мурманском пострадали три человека. Об этом сообщил «Интерфакс» со ссылкой на источник. Ранее сообщалось об одном пострадавшем. Площадь пожара на крейсере выросла до 120 квадратных метров. По данным собеседника агентства, горит дизельное топливо, огнем охвачен весь энергоотсек. Он рассказал, что три человека пропали без вести — они находились в трюме, с ними не удается установить связь. По предварительным данным, пожар произошел из-за сварочных работ, передает РИА Новости со ссылкой на экстренные службы. О пожаре на крейсере Адмирал Кузнецов стало известно ранее 12 декабря. По предварительным данным, возгорание произошло во время ремонта в первом энергоотсеке на второй палубе. В настоящее время крейсер стоит на ремонте в доке.",Общество,Общество,2019-12-12,ru
7660d4270881f0a0d14ab6ae,https://lenta.ru/news/2019/12/12/postradali/,Во время пожара на крейсере «Адмирал Кузнецов» пострадали военные,"При пожаре на авианесущем крейсере «Адмирал Кузнецов» пострадали двое военных, их жизни ничто не угрожает. Об этом сообщает «Интерфакс» со ссылкой на пресс-службу Северного флота. «Двум военнослужащим, участвовавшим с первых минут в локализации задымления и получившим травмы дыхательных путей, оказана медицинская помощь», — сказал собеседник агентства. По информации ТАСС, во время пожара спасены восемь человек, судьба еще одного остается неизвестной. Среди пострадавших при возгорании на крейсере рабочих нет, уточняет агентство со ссылкой на Центр судоремонта «Звездочка». Пожар на крейсере «Адмирал Кузнецов» произошел 12 декабря. По предварительным данным, возгорание случилось в ходе ремонта в первом энергоотсеке на второй палубе, горит дизельное топливо, огнем охвачен весь энергоотсек. Площадь пожара увеличилась до 600 квадратных метров. В настоящее время «Адмирал Кузнецов» стоит на ремонте в доке.",Происшествия,Происшествия,2019-12-12,ru
8941bfe2ca9e0f92f5e209b4,https://lenta.ru/news/2019/12/12/pojar_vse/,Возгорание на «Адмирале Кузнецове» локализовали,"Очаг возгорания на авианосце «Адмирал Кузнецов» локализован. Как пишет «Интерфакс» со ссылкой на представителя Северного флота, сейчас идет его проливка. «Распространения задымления за пределы локализованного очага нет», — сказал он. По информации пресс-службы флота, при пожаре на авианосце пострадали десять военнослужащих, они были госпитализированы. «Военнослужащие с малейшими признаками отравления продуктами задымления либо обратившиеся за медицинской помощью направлены в лечебные учреждения», — говорится в сообщении. Угрозы их здоровью и жизни нет. Пожар на крейсере «Адмирал Кузнецов» произошел 12 декабря. По предварительным данным, возгорание случилось в ходе ремонта в первом энергоотсеке на второй палубе, загорелось дизельное топливо, огнем охвачен весь энергоотсек. По последним данным, площадь пожара составила 600 квадратных метров. В настоящее время «Адмирал Кузнецов» стоит на ремонте в доке. Среди причин возгорания рассматривают человеческий фактор при проведении сварочных работ. Возгорание началось после того, как искра при сварке упала в трюм, где были остатки мазута.",Происшествия,Происшествия,2019-12-12,ru
a4647c4be14d354918e4a681,https://lenta.ru/news/2019/12/12/mazut/,Возникновение пожара на крейсере «Адмирал Кузнецов» объяснили,"Пожар на крейсере Адмирал Кузнецов возник после того, как искра при сварке упала в трюм, где были остатки мазута. Такое объяснение предоставил глава Объединенной судостроительной корпорации Алексей Рахманов, передает РИА Новости. Ранее сообщалось, что число пострадавших при пожаре на авианесущем крейсере «Адмирал Кузнецов» в Мурманске увеличилось с восьми до десяти. Шестеро находятся в реанимации, состояние еще одного оценивается как легкой степени тяжести. Среди пострадавших при возгорании на крейсере рабочих не было, уточнили в Центре судоремонта «Звездочка». Пожар на крейсере «Адмирал Кузнецов» произошел 12 декабря. По предварительным данным, возгорание случилось в ходе ремонта в первом энергоотсеке на второй палубе, горит дизельное топливо, огнем охвачен весь энергоотсек. Площадь пожара увеличилась до 600 квадратных метров. В настоящее время «Адмирал Кузнецов» стоит на ремонте в доке.",Происшествия,Происшествия,2019-12-12,ru
7f3d8409f8099ecd791e8932,https://lenta.ru/news/2019/12/12/postradalii/,Выросло число пострадавших при пожаре на крейсере «Адмирал Кузнецов»,"Число пострадавших при пожаре на авианесущем крейсере «Адмирал Кузнецов» в Мурманске увеличилось до десяти. Об этом сообщает ТАСС со ссылкой на источник в экстренных службах. «Пострадавших уже десять, в основном у них отравление продуктами горения», — сказал собеседник агентства, уточнив, что шестеро находятся в реанимации. Состояние одного из пострадавших оценивается как легкой степени тяжести. Ранее сообщалось, что во время пожара спасены восемь человек, судьба еще одного остается неизвестной. Среди пострадавших при возгорании на крейсере рабочих не было, уточнили в Центре судоремонта «Звездочка». Пострадали двое военных, их жизни ничего не угрожает. Пожар на крейсере «Адмирал Кузнецов» произошел 12 декабря. По предварительным данным, возгорание случилось в ходе ремонта в первом энергоотсеке на второй палубе, горит дизельное топливо, огнем охвачен весь энергоотсек. Площадь пожара увеличилась до 600 квадратных метров. В настоящее время «Адмирал Кузнецов» стоит на ремонте в доке.",Происшествия,Происшествия,2019-12-12,ru
c710a499b297c47f1c89a673,https://lenta.ru/news/2019/12/12/pogib/,На «Адмирале Кузнецове» погиб человек,"Одного из пропавших без вести при пожаре на авианосце «Адмирал Кузнецов» в Мурманске нашли погибшим. Об этом передает «Интерфакс» со ссылкой на информированный источник. «Один из пропавших без вести обнаружен без признаков жизни», — сообщил собеседник агентства. Ведутся поиски еще двоих пропавших. По данным Telegram-канала Baza, погиб военнослужащий по фамилии Ролдугин. Спасатели заняты поисками капитана третьего ранга Виктора Измайлова. Ранее сообщалось, что число пострадавших при пожаре на авианосце увеличилось до 12 человек. Еще трое человек числились пропавшими без вести. СМИ опубликовали список из 10 пострадавших, все они были доставлены в Мурманскую городскую клиническую больницу. Пожар на авианосце «Адмирал Кузнецов» произошел 12 декабря. По предварительным данным, возгорание случилось в ходе ремонта в первом энергоотсеке на второй палубе, горит дизельное топливо, огнем охвачен весь энергоотсек. Площадь пожара увеличилась до 600 квадратных метров. В настоящее время «Адмирал Кузнецов» стоит на ремонте в доке.",Происшествия,Происшествия,2019-12-12,ru
6b38d03bd6a3162e9852d9cc,https://lenta.ru/news/2019/12/12/spisok/,Опубликован список пострадавших на «Адмирале Кузнецове»,"«5 канал» опубликовал список пострадавших при пожаре на авианесущем крейсере «Адмирал Кузнецов» в Мурманске. Перечень фамилий опубликован на сайте телеканала. Все они были доставлены в Мурманскую городскую клиническую больницу. Ранее сообщалось, что состояние одного из пострадавших на крейсере оценивается как легкой степени тяжести, шестеро в реанимации. Пожар на крейсере «Адмирал Кузнецов» произошел 12 декабря. По предварительным данным, возгорание случилось в ходе ремонта в первом энергоотсеке на второй палубе, горит дизельное топливо, огнем охвачен весь энергоотсек. Площадь пожара увеличилась до 600 квадратных метров. В настоящее время «Адмирал Кузнецов» стоит на ремонте в доке.",Происшествия,Происшествия,2019-12-12,ru
277836329f7ebf7716e45e02,https://lenta.ru/news/2019/12/12/plshd/,Площадь пожара на крейсере «Адмирал Кузнецов» увеличилась,"Площадь пожара на крейсере Адмирал Кузнецов увеличилась со 120 до 600 квадратных метров. Об этом сообщил «Интерфакс» со ссылкой на источник. Как сообщили в центре судостроения (ЦС) «Звездочка», на момент возгорания на крейсере находилось 400 человек, передает ТАСС. В пресс-службе добавили, что «такого, чтобы на носилках кого-то выносили, нет». Ранее сообщалось, что с крейсера «Адмирал Кузнецов» спасли от 6 до 8 человек. Судьба минимум одного человека остается неизвестной. В ЦС «Звездочка» заявили, что информация о пострадавших пока не подтверждается. Пожар на крейсере «Адмирал Кузнецов» произошел 12 декабря. По предварительным данным, возгорание случилось во время ремонта в первом энергоотсеке на второй палубе. В настоящее время крейсер стоит на ремонте в доке. Как сообщал источник «Интерфакса», площадь пожара выросла до 120 квадратных метров, горит дизельное топливо, огнем охвачен весь энергоотсек.",Происшествия,Происшествия,2019-12-12,ru
6b48d262b7d1a1dbe9476269,https://lenta.ru/news/2019/12/12/fire/,Появилось видео пожара на крейсере «Адмирал Кузнецов»,"В сети появилось видео пожара на крейсере «Адмирал Кузнецов». Кадры с места происшествия опубликовал Telegram-канал 112. Ранее сообщалось, что площадь пожара выросла до 120 квадратных метров. По предварительным данным, на крейсере горит дизельное топливо, огнем охвачен весь энергоотсек. Источники РИА Новости также сообщили, что три человека пропали без вести — они находились в трюме, с ними не удается установить связь. О пожаре на крейсере «Адмирал Кузнецов» стало известно ранее 12 декабря. Возгорание произошло во время ремонта в первом энергоотсеке на второй палубе. В настоящее время крейсер стоит на ремонте в доке.",Происшествия,Происшествия,2019-12-12,ru
6fd07a01e8927e747fe54ea3_dupexchange,https://lenta.ru/news/2019/12/10/vseh?demo_duplicate=exchange,На «нормандской встрече» договорились об обмене пленными по формуле «всех на всех»,"В ходе «нормандского саммита» достигнута договоренность об обмене пленными по формуле «всех на всех». Об этом сообщает «Интерфакс». Издание получило информацию от источника в украинской делегации. Ранее стало известно, что обмен пленными между Украиной и самопровозглашенными республиками Донбасса может состояться до 31 декабря 2019 года. Также источник заявил, что Киев продлит закон об особом статусе Донбасса. В ноябре секретарь Совета национальной безопасности и обороны Украины (СНБО) Алексей Данилов рассказал, что Зеленский в ходе саммита «нормандской четверки» намерен поднять три ключевых вопроса. В первую очередь глава государства намерен обсудить тему обмена военнопленными. Как отметил Данилов, «речь идет не о десятках, речь идет о сотнях людей, которые сегодня находятся в плену». В октябре участники Трехсторонней контактной группы по урегулированию конфликта на юго-востоке Украины подписали «формулу Штайнмайера» — документ, который определяет механизм закрепления за Донбассом особого статуса, а также возможной амнистии и проведения выборов на неподконтрольных Киеву территориях. «Нормандский формат» — дипломатическая группа из представителей Германии, России, Франции и Украины по урегулированию ситуации в Донбассе. Первый за три года саммит проходит в понедельник, 9 декабря, в Париже.",Украина,Украина,2019-12-10,ru
5d90ec1151ec53b175f1d14b_dupkuznetsov_details,https://lenta.ru/news/2019/12/12/mre?demo_duplicate=kuznetsov_details,Появились подробности пожара на крейсере «Адмирал Кузнецов»,"Во время пожара на крейсере «Адмирал Кузнецов» под Мурманском пострадали три человека. Об этом сообщил «Интерфакс» со ссылкой на источник. Ранее сообщалось об одном пострадавшем. Площадь пожара на крейсере выросла до 120 квадратных метров. По данным собеседника агентства, горит дизельное топливо, огнем охвачен весь энергоотсек. Он рассказал, что три человека пропали без вести — они находились в трюме, с ними не удается установить связь. По предварительным данным, пожар произошел из-за сварочных работ, передает РИА Новости со ссылкой на экстренные службы. О пожаре на крейсере Адмирал Кузнецов стало известно ранее 12 декабря. По предварительным данным, возгорание произошло во время ремонта в первом энергоотсеке на второй палубе. В настоящее время крейсер стоит на ремонте в доке.",Общество,Общество,2019-12-12,ru
7f3d8409f8099ecd791e8932_dupkuznetsov_casualties,https://lenta.ru/news/2019/12/12/postradalii?demo_duplicate=kuznetsov_casualties,Выросло число пострадавших при пожаре на крейсере «Адмирал Кузнецов»,"Число пострадавших при пожаре на авианесущем крейсере «Адмирал Кузнецов» в Мурманске увеличилось до десяти. Об этом сообщает ТАСС со ссылкой на источник в экстренных службах. «Пострадавших уже десять, в основном у них отравление продуктами горения», — сказал собеседник агентства, уточнив, что шестеро находятся в реанимации. Состояние одного из пострадавших оценивается как легкой степени тяжести. Ранее сообщалось, что во время пожара спасены восемь человек, судьба еще одного остается неизвестной. Среди пострадавших при возгорании на крейсере рабочих не было, уточнили в Центре судоремонта «Звездочка». Пострадали двое военных, их жизни ничего не угрожает. Пожар на крейсере «Адмирал Кузнецов» произошел 12 декабря. По предварительным данным, возгорание случилось в ходе ремонта в первом энергоотсеке на второй палубе, горит дизельное топливо, огнем охвачен весь энергоотсек. Площадь пожара увеличилась до 600 квадратных метров. В настоящее время «Адмирал Кузнецов» стоит на ремонте в доке.",Происшествия,Происшествия,2019-12-12,ru
58be281dcb1623484ed269b9,https://lenta.ru/news/2019/12/10/ironbound/,Ученые укротили смертоносную акулу-людоеда и затащили ее на судно,"В прибрежных водах канадского острова Западный Айронбаунд, провинция Новая Шотландия, группа исследователей поймала большую белую акулу, также известную как акула-людоед. Видео с хищником опубликовал Newsweek. Некоммерческая организация OCEARCH вылавливает акул в исследовательских целях. Ученые фиксируют параметры пойманной особи, в том числе ее вес и длину, маркируют ее и отпускают на свободу. «Также мы берем различные образцы, например, делаем анализ крови, спермы, проверяем на бактерии», — говорит руководитель экспедиции Крис Фишер (Chris Fischer). Полученные данные позволяют проанализировать поведение больших белых акул в водах Северной Америки. По словам капитана судна Бретта Макбрайда (Brett McBride), запечатленную на видео особь оказалось довольно сложно поднять на борт, так как ее длина составляла 3,7 метра. Команда решила назвать самца в честь острова, возле которого его поймали, — Айронбаунд. На кадрах видно, как один из участников экспедиции прыгает в воду к акуле-людоеду и помогает своему напарнику поднять ее на судно. На следующих секундах ролика исследователи изучают хищника, берут кровь и делает замеры. Все это время особь снабжают необходимым количеством воды. Под конец видео акулу выпускают в океан. Большая белая акула, или акула-людоед, — одна из самых крупных хищных рыб в мире. В среднем представители этого вида вырастают до 4,6-4,8 метра в длину. Считаются наиболее опасным для человека видом акул.",Звери,Звери,2019-12-10,ru
6b38d03bd6a3162e9852d9cc_dup_minor_row,https://lenta.ru/news/2019/12/12/spisok?demo_duplicate=minor_row,Опубликован список пострадавших на «Адмирале Кузнецове»,"«5 канал» опубликовал список пострадавших при пожаре на авианесущем крейсере «Адмирал Кузнецов» в Мурманске. Перечень фамилий опубликован на сайте телеканала. Все они были доставлены в Мурманскую городскую клиническую больницу. Ранее сообщалось, что состояние одного из пострадавших на крейсере оценивается как легкой степени тяжести, шестеро в реанимации. Пожар на крейсере «Адмирал Кузнецов» произошел 12 декабря. По предварительным данным, возгорание случилось в ходе ремонта в первом энергоотсеке на второй палубе, горит дизельное топливо, огнем охвачен весь энергоотсек. Площадь пожара увеличилась до 600 квадратных метров. В настоящее время «Адмирал Кузнецов» стоит на ремонте в доке.",Происшествия,Происшествия,2019-12-12,ru
c81a2ef39610d9fa1d169056,https://lenta.ru/news/2019/12/10/k30/,Представлен новый дешевый «убийца флагманов» от Xiaomi,"Дочерний бренд Xiaomi Redmi презентовал на мероприятии в Китае смартфон Redmi K30. Производитель заявляет, что это один из самых доступных девайсов, работающих в сетях 5G, и позиционирует смартфон как «убийцу флагманов». Запись презентации доступна на YouTube. Устройство китайской компании получило 6,67-дюймовый IPS-дисплей с разрешением Full HD+, соотношением сторон 20:9 и частотой обновления 120 герц. В правом верхнем углу экрана находится округлый вырез под двойную фронтальную камеру разрешением 20 и 2 мегапикселя. На задней панели аппарата расположили основную камеру с четырьмя сенсорами. Главный модуль получил разрешение 64 мегапикселя, дополнительные имеют разрешение пять, восемь и два мегапикселя. Redmi K30 работает на базе процессора Qualcomm Snapdragon 765G, его особенностью стала поддержка работы в сетях пятого поколения. Интегрированный модем Snapdragon X52 5G обеспечивает скорость загрузки в сетях четвертого поколения до 1,2 гигабита в секунду, пятого поколения — до 3,7 гигабита в секунду. Для некоторых рынков Redmi выпустит упрощенную версию гаджета только с поддержкой 4G. В стартовой комплектации новинка имеет 6 гигабайт оперативной и 64 гигабайт встроенной памяти. Производитель также предлагает до 8 гигабайт ОЗУ и 128/256 гигабайт встроенной памяти. Девайс также получил аккумулятор емкостью 5500 миллиампер-часов с быстрой зарядкой мощностью 30 ватт, порт USB-C, NFC и аудиоразъем для наушников. Стоимость 5G-версии Redmi K30 стартует с 1999 юаней (около 18 тысяч рублей), базовая 4G-модель оценена в 1599 юаней (около 14 тысяч рублей). Смартфон в максимальной модификации обойдется в 2899 юаней (26 тысяч рублей), цена на 4G-модель в топовой версии составит 2199 юаней (20 тысяч рублей).",Гаджеты,Гаджеты,2019-12-10,ru
88dd3577465a4fe99b2f0102,https://lenta.ru/news/2019/12/10/lavrov_came_to_us/,Лавров прилетел в Вашингтон,"Министр иностранных дел России Сергей Лавров прибыл в Вашингтон, сообщает ТАСС. Российская делегация прибыла в 00:50 по местному времени (08:50 мск). Визит министра продлится меньше суток. В американской столице Лавров проведет переговоры с госсекретарем США Майком Помпео. Ожидается, что он также встретится с президентом страны Дональдом Трампом. О возможности встречи американского лидера с главой российского МИД сообщалось еще 9 декабря. Тогда советник президента по нацбезопасности Роберт О'Брайен отметил, что это вопрос «взаимности» — во время своего визита в Россию госсекретарь США Майк Помпео встречался с российским президентом Владимиром Путиным. Кроме того, О'Брайен рассказал, что Трамп и Лавров обсудят вопрос контроля над вооружениям. В последний раз глава российского МИД посещал Вашингтон в 2017 году.",Политика,Политика,2019-12-10,ru
